Indicator Name,Geography,Year,Category,Subcategory,Number Low Birthweight,Number Live Births,Percent Low Birthweight,Lower 95% Confidence Limit,Upper 95% Confidence Limit
Low Birthweight,Tuolumne,2021-2023,Prenatal Care (Trimester of Initiation),First trimester,80.0,1103.0,7.25,5.87,8.94
Low Birthweight,Tuolumne,2021-2023,Prenatal Care (Trimester of Initiation),Second trimester,0.0,175.0,0.0,0.0,0.0
Low Birthweight,Tuolumne,2021-2023,Prenatal Care (Trimester of Initiation),Third trimester,0.0,23.0,0.0,0.0,0.0
Low Birthweight,Tuolumne,2021-2023,Prenatal Care (Trimester of Initiation),No prenatal care,0.0,13.0,0.0,0.0,0.0
Low Birthweight,Ventura,2021-2023,Prenatal Care (Trimester of Initiation),First trimester,1489.0,22442.0,6.63,6.32,6.97
Low Birthweight,Ventura,2021-2023,Prenatal Care (Trimester of Initiation),Second trimester,172.0,2602.0,6.61,5.72,7.63
Low Birthweight,Ventura,2021-2023,Prenatal Care (Trimester of Initiation),Third trimester,30.0,743.0,4.04,2.84,5.71
Low Birthweight,Ventura,2021-2023,Prenatal Care (Trimester of Initiation),No prenatal care,22.0,133.0,16.54,11.18,23.78
Low Birthweight,Yolo,2021-2023,Prenatal Care (Trimester of Initiation),First trimester,299.0,4905.0,6.1,5.46,6.8
Low Birthweight,Yolo,2021-2023,Prenatal Care (Trimester of Initiation),Second trimester,37.0,610.0,6.07,4.43,8.25
Low Birthweight,Yolo,2021-2023,Prenatal Care (Trimester of Initiation),Third trimester,0.0,150.0,0.0,0.0,0.0
Low Birthweight,Yolo,2021-2023,Prenatal Care (Trimester of Initiation),No prenatal care,0.0,26.0,0.0,0.0,0.0
Low Birthweight,Yuba,2021-2023,Prenatal Care (Trimester of Initiation),First trimester,170.0,2590.0,6.56,5.67,7.58
Low Birthweight,Yuba,2021-2023,Prenatal Care (Trimester of Initiation),Second trimester,51.0,686.0,7.43,5.7,9.64
Low Birthweight,Yuba,2021-2023,Prenatal Care (Trimester of Initiation),Third trimester,0.0,90.0,0.0,0.0,0.0
Low Birthweight,Yuba,2021-2023,Prenatal Care (Trimester of Initiation),No prenatal care,12.0,50.0,24.0,14.3,37.41
Low Birthweight,California,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,8075.0,105919.0,7.62,7.47,7.79
Low Birthweight,California,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,7276.0,210327.0,3.46,3.38,3.54
Low Birthweight,California,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,19045.0,496254.0,3.84,3.78,3.89
Low Birthweight,California,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,53670.0,389697.0,13.77,13.66,13.88
Low Birthweight,Alameda,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,267.0,3467.0,7.7,6.86,8.64
Low Birthweight,Alameda,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,479.0,13415.0,3.57,3.27,3.9
Low Birthweight,Alameda,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,998.0,21159.0,4.72,4.44,5.01
Low Birthweight,Alameda,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,2029.0,10717.0,18.93,18.2,19.69
Low Birthweight,Alpine,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,0.0,6.0,0.0,0.0,0.0
Low Birthweight,Alpine,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,0.0,4.0,0.0,0.0,0.0
Low Birthweight,Alpine,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,0.0,9.0,0.0,0.0,0.0
Low Birthweight,Alpine,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,0.0,4.0,0.0,0.0,0.0
Low Birthweight,Amador,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,12.0,81.0,14.81,8.68,24.13
Low Birthweight,Amador,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,0.0,183.0,0.0,0.0,0.0
Low Birthweight,Amador,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,18.0,501.0,3.59,2.28,5.61
Low Birthweight,Amador,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,32.0,189.0,16.93,12.26,22.92
Low Birthweight,Butte,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,63.0,587.0,10.73,8.48,13.5
Low Birthweight,Butte,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,47.0,534.0,8.8,6.68,11.51
Low Birthweight,Butte,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,113.0,3536.0,3.2,2.66,3.83
Low Birthweight,Butte,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,186.0,1309.0,14.21,12.42,16.21
Low Birthweight,Calaveras,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,11.0,100.0,11.0,6.25,18.63
Low Birthweight,Calaveras,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,0.0,167.0,0.0,0.0,0.0
Low Birthweight,Calaveras,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,10.0,573.0,1.75,0.95,3.18
Low Birthweight,Calaveras,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,44.0,277.0,15.88,12.05,20.65
Low Birthweight,Colusa,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,0.0,108.0,0.0,0.0,0.0
Low Birthweight,Colusa,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,0.0,65.0,0.0,0.0,0.0
Low Birthweight,Colusa,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,16.0,357.0,4.48,2.78,7.16
Low Birthweight,Colusa,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,35.0,257.0,13.62,9.96,18.35
Low Birthweight,Contra Costa,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,190.0,2340.0,8.12,7.08,9.3
Low Birthweight,Contra Costa,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,247.0,8917.0,2.77,2.45,3.13
Low Birthweight,Contra Costa,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,606.0,12674.0,4.78,4.42,5.17
Low Birthweight,Contra Costa,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,1543.0,10562.0,14.61,13.95,15.3
Low Birthweight,Del Norte,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,0.0,102.0,0.0,0.0,0.0
Low Birthweight,Del Norte,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,0.0,75.0,0.0,0.0,0.0
Low Birthweight,Del Norte,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,18.0,397.0,4.53,2.89,7.05
Low Birthweight,Del Norte,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,29.0,189.0,15.34,10.9,21.17
Low Birthweight,El Dorado,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,28.0,347.0,8.07,5.64,11.41
Low Birthweight,El Dorado,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,20.0,799.0,2.5,1.63,3.83
Low Birthweight,El Dorado,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,94.0,2312.0,4.07,3.33,4.95
Low Birthweight,El Dorado,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,142.0,1019.0,13.94,11.94,16.2
Low Birthweight,Fresno,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,348.0,4371.0,7.96,7.2,8.8
Low Birthweight,Fresno,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,160.0,4240.0,3.77,3.24,4.39
Low Birthweight,Fresno,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,500.0,15602.0,3.2,2.94,3.49
Low Birthweight,Fresno,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,1998.0,14276.0,14.0,13.44,14.57
Low Birthweight,Glenn,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,0.0,89.0,0.0,0.0,0.0
Low Birthweight,Glenn,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,0.0,79.0,0.0,0.0,0.0
Low Birthweight,Glenn,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,14.0,617.0,2.27,1.36,3.77
Low Birthweight,Glenn,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,27.0,245.0,11.02,7.69,15.56
Low Birthweight,Humboldt,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,25.0,427.0,5.85,4.0,8.5
Low Birthweight,Humboldt,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,13.0,518.0,2.51,1.47,4.25
Low Birthweight,Humboldt,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,41.0,1376.0,2.98,2.2,4.02
Low Birthweight,Humboldt,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,142.0,1150.0,12.35,10.57,14.38
Low Birthweight,Imperial,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,89.0,1847.0,4.82,3.93,5.89
Low Birthweight,Imperial,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,27.0,844.0,3.2,2.21,4.61
Low Birthweight,Imperial,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,108.0,2581.0,4.18,3.48,5.03
Low Birthweight,Imperial,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,275.0,1956.0,14.06,12.59,15.67
Low Birthweight,Inyo,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,0.0,46.0,0.0,0.0,0.0
Low Birthweight,Inyo,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,0.0,36.0,0.0,0.0,0.0
Low Birthweight,Inyo,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,0.0,201.0,0.0,0.0,0.0
Low Birthweight,Inyo,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,21.0,141.0,14.89,9.95,21.7
Low Birthweight,Kern,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,360.0,3646.0,9.87,8.95,10.88
Low Birthweight,Kern,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,158.0,3891.0,4.06,3.48,4.73
Low Birthweight,Kern,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,509.0,14797.0,3.44,3.16,3.75
Low Birthweight,Kern,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,1572.0,11902.0,13.21,12.61,13.83
Low Birthweight,Kings,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,56.0,712.0,7.87,6.11,10.08
Low Birthweight,Kings,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,24.0,668.0,3.59,2.43,5.29
Low Birthweight,Kings,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,83.0,2059.0,4.03,3.26,4.97
Low Birthweight,Kings,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,277.0,2742.0,10.1,9.03,11.29
Low Birthweight,Lake,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,21.0,287.0,7.32,4.84,10.93
Low Birthweight,Lake,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,0.0,179.0,0.0,0.0,0.0
Low Birthweight,Lake,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,17.0,804.0,2.11,1.32,3.36
Low Birthweight,Lake,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,96.0,651.0,14.75,12.23,17.68
Low Birthweight,Lassen,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,0.0,72.0,0.0,0.0,0.0
Low Birthweight,Lassen,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,0.0,137.0,0.0,0.0,0.0
Low Birthweight,Lassen,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,14.0,363.0,3.86,2.31,6.37
Low Birthweight,Lassen,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,36.0,172.0,20.93,15.52,27.61
Low Birthweight,Los Angeles,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,1808.0,23702.0,7.63,7.3,7.97
Low Birthweight,Los Angeles,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,1600.0,38499.0,4.16,3.96,4.36
Low Birthweight,Los Angeles,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,4748.0,124752.0,3.81,3.7,3.91
Low Birthweight,Los Angeles,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,12836.0,87862.0,14.61,14.38,14.84
Low Birthweight,Madera,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,37.0,824.0,4.49,3.28,6.13
Low Birthweight,Madera,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,32.0,974.0,3.29,2.34,4.6
Low Birthweight,Madera,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,77.0,2713.0,2.84,2.28,3.53
Low Birthweight,Madera,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,237.0,1544.0,15.35,13.64,17.23
Low Birthweight,Marin,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,28.0,537.0,5.21,3.63,7.43
Low Birthweight,Marin,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,39.0,1716.0,2.27,1.67,3.09
Low Birthweight,Marin,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,103.0,2977.0,3.46,2.86,4.18
Low Birthweight,Marin,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,203.0,1477.0,13.74,12.08,15.59
Low Birthweight,Mariposa,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,0.0,66.0,0.0,0.0,0.0
Low Birthweight,Mariposa,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,0.0,72.0,0.0,0.0,0.0
Low Birthweight,Mariposa,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,0.0,175.0,0.0,0.0,0.0
Low Birthweight,Mariposa,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,15.0,91.0,16.48,10.25,25.43
Low Birthweight,Mendocino,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,20.0,308.0,6.49,4.24,9.82
Low Birthweight,Mendocino,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,0.0,232.0,0.0,0.0,0.0
Low Birthweight,Mendocino,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,35.0,1134.0,3.09,2.23,4.26
Low Birthweight,Mendocino,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,90.0,806.0,11.17,9.17,13.53
Low Birthweight,Merced,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,102.0,1607.0,6.35,5.26,7.65
Low Birthweight,Merced,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,43.0,1615.0,2.66,1.98,3.57
Low Birthweight,Merced,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,140.0,4033.0,3.47,2.95,4.08
Low Birthweight,Merced,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,393.0,2861.0,13.74,12.52,15.05
Low Birthweight,Modoc,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,0.0,80.0,0.0,0.0,0.0
Low Birthweight,Modoc,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,0.0,23.0,0.0,0.0,0.0
Low Birthweight,Modoc,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,0.0,83.0,0.0,0.0,0.0
Low Birthweight,Modoc,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,0.0,55.0,0.0,0.0,0.0
Low Birthweight,Mono,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,0.0,42.0,0.0,0.0,0.0
Low Birthweight,Mono,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,0.0,24.0,0.0,0.0,0.0
Low Birthweight,Mono,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,0.0,176.0,0.0,0.0,0.0
Low Birthweight,Mono,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,22.0,116.0,18.97,12.87,27.05
Low Birthweight,Monterey,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,101.0,1621.0,6.23,5.15,7.51
Low Birthweight,Monterey,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,49.0,1407.0,3.48,2.64,4.57
Low Birthweight,Monterey,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,197.0,8276.0,2.38,2.07,2.73
Low Birthweight,Monterey,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,776.0,5059.0,15.34,14.37,16.36
Low Birthweight,Napa,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,22.0,272.0,8.09,5.4,11.94
Low Birthweight,Napa,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,21.0,796.0,2.64,1.73,4.0
Low Birthweight,Napa,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,36.0,1302.0,2.76,2.0,3.8
Low Birthweight,Napa,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,163.0,1171.0,13.92,12.05,16.02
Low Birthweight,Nevada,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,14.0,215.0,6.51,3.92,10.63
Low Birthweight,Nevada,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,0.0,178.0,0.0,0.0,0.0
Low Birthweight,Nevada,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,25.0,1013.0,2.47,1.68,3.62
Low Birthweight,Nevada,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,72.0,877.0,8.21,6.57,10.21
Low Birthweight,Orange,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,389.0,4638.0,8.39,7.62,9.22
Low Birthweight,Orange,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,455.0,12257.0,3.71,3.39,4.06
Low Birthweight,Orange,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,1185.0,33644.0,3.52,3.33,3.72
Low Birthweight,Orange,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,4313.0,38703.0,11.14,10.83,11.46
Low Birthweight,Placer,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,50.0,754.0,6.63,5.07,8.64
Low Birthweight,Placer,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,45.0,2090.0,2.15,1.61,2.87
Low Birthweight,Placer,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,129.0,4649.0,2.77,2.34,3.29
Low Birthweight,Placer,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,411.0,3787.0,10.85,9.9,11.88
Low Birthweight,Plumas,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,11.0,71.0,15.49,8.88,25.65
Low Birthweight,Plumas,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,0.0,56.0,0.0,0.0,0.0
Low Birthweight,Plumas,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,0.0,173.0,0.0,0.0,0.0
Low Birthweight,Plumas,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,12.0,73.0,16.44,9.66,26.57
Low Birthweight,Riverside,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,578.0,8066.0,7.17,6.62,7.75
Low Birthweight,Riverside,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,636.0,17456.0,3.64,3.38,3.93
Low Birthweight,Riverside,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,1193.0,27156.0,4.39,4.16,4.64
Low Birthweight,Riverside,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,3328.0,26756.0,12.44,12.05,12.84
Low Birthweight,Sacramento,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,328.0,4379.0,7.49,6.75,8.31
Low Birthweight,Sacramento,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,366.0,11739.0,3.12,2.82,3.45
Low Birthweight,Sacramento,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,875.0,22303.0,3.92,3.68,4.19
Low Birthweight,Sacramento,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,2207.0,14071.0,15.68,15.09,16.29
Low Birthweight,San Benito,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,0.0,165.0,0.0,0.0,0.0
Low Birthweight,San Benito,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,12.0,308.0,3.9,2.24,6.69
Low Birthweight,San Benito,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,15.0,855.0,1.75,1.07,2.87
Low Birthweight,San Benito,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,128.0,1029.0,12.44,10.56,14.6
Low Birthweight,San Bernardino,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,659.0,7413.0,8.89,8.26,9.56
Low Birthweight,San Bernardino,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,540.0,14635.0,3.69,3.4,4.01
Low Birthweight,San Bernardino,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,1394.0,28571.0,4.88,4.64,5.13
Low Birthweight,San Bernardino,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,3389.0,21521.0,15.75,15.27,16.24
Low Birthweight,San Diego,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,654.0,9297.0,7.03,6.53,7.57
Low Birthweight,San Diego,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,679.0,22272.0,3.05,2.83,3.28
Low Birthweight,San Diego,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,1502.0,38524.0,3.9,3.71,4.1
Low Birthweight,San Diego,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,4809.0,40306.0,11.93,11.62,12.25
Low Birthweight,San Francisco,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,74.0,1158.0,6.39,5.12,7.95
Low Birthweight,San Francisco,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,104.0,3814.0,2.73,2.26,3.29
Low Birthweight,San Francisco,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,346.0,9970.0,3.47,3.13,3.85
Low Birthweight,San Francisco,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,991.0,5920.0,16.74,15.81,17.71
Low Birthweight,San Joaquin,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,288.0,2996.0,9.61,8.61,10.72
Low Birthweight,San Joaquin,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,204.0,5434.0,3.75,3.28,4.29
Low Birthweight,San Joaquin,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,443.0,11484.0,3.86,3.52,4.23
Low Birthweight,San Joaquin,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,1077.0,6919.0,15.57,14.73,16.44
Low Birthweight,San Luis Obispo,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,44.0,653.0,6.74,5.06,8.92
Low Birthweight,San Luis Obispo,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,13.0,487.0,2.67,1.57,4.51
Low Birthweight,San Luis Obispo,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,79.0,2890.0,2.73,2.2,3.39
Low Birthweight,San Luis Obispo,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,346.0,2828.0,12.23,11.08,13.49
Low Birthweight,San Mateo,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,63.0,865.0,7.28,5.73,9.21
Low Birthweight,San Mateo,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,113.0,4282.0,2.64,2.2,3.16
Low Birthweight,San Mateo,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,387.0,11336.0,3.41,3.1,3.76
Low Birthweight,San Mateo,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,966.0,5492.0,17.59,16.61,18.62
Low Birthweight,Santa Barbara,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,177.0,2207.0,8.02,6.96,9.23
Low Birthweight,Santa Barbara,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,30.0,1006.0,2.98,2.1,4.23
Low Birthweight,Santa Barbara,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,189.0,7052.0,2.68,2.33,3.08
Low Birthweight,Santa Barbara,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,747.0,6218.0,12.01,11.23,12.85
Low Birthweight,Santa Clara,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,241.0,3406.0,7.08,6.26,7.99
Low Birthweight,Santa Clara,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,426.0,12427.0,3.43,3.12,3.76
Low Birthweight,Santa Clara,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,883.0,19685.0,4.49,4.21,4.78
Low Birthweight,Santa Clara,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,2681.0,20196.0,13.27,12.81,13.75
Low Birthweight,Santa Cruz,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,27.0,452.0,5.97,4.14,8.55
Low Birthweight,Santa Cruz,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,16.0,1281.0,1.25,0.77,2.02
Low Birthweight,Santa Cruz,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,68.0,2450.0,2.78,2.2,3.5
Low Birthweight,Santa Cruz,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,308.0,2298.0,13.4,12.07,14.86
Low Birthweight,Shasta,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,54.0,520.0,10.38,8.05,13.3
Low Birthweight,Shasta,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,19.0,670.0,2.84,1.82,4.39
Low Birthweight,Shasta,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,77.0,2642.0,2.91,2.34,3.63
Low Birthweight,Shasta,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,184.0,1128.0,16.31,14.27,18.58
Low Birthweight,Sierra,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,0.0,8.0,0.0,0.0,0.0
Low Birthweight,Sierra,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,0.0,9.0,0.0,0.0,0.0
Low Birthweight,Sierra,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,0.0,27.0,0.0,0.0,0.0
Low Birthweight,Sierra,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,0.0,13.0,0.0,0.0,0.0
Low Birthweight,Siskiyou,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,19.0,137.0,13.87,9.06,20.65
Low Birthweight,Siskiyou,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,0.0,101.0,0.0,0.0,0.0
Low Birthweight,Siskiyou,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,23.0,568.0,4.05,2.71,6.0
Low Birthweight,Siskiyou,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,50.0,358.0,13.97,10.76,17.94
Low Birthweight,Solano,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,122.0,1823.0,6.69,5.63,7.93
Low Birthweight,Solano,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,133.0,4065.0,3.27,2.77,3.86
Low Birthweight,Solano,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate,199.0,4030.0,4.94,4.31,5.65
Low Birthweight,Solano,2021-2023,Prenatal Care (Adequacy of Utilization),Adequate plus,664.0,4117.0,16.13,15.04,17.28
Low Birthweight,Sonoma,2021-2023,Prenatal Care (Adequacy of Utilization),Inadequate,61.0,925.0,6.59,5.17,8.38
Low Birthweight,Sonoma,2021-2023,Prenatal Care (Adequacy of Utilization),Intermediate,72.0,3505.0,2.05,1.63,2.58
